"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensgene","symbol"
"1388","ENSG00000090097.22",2361.67818257636,-0.199247535534687,0.261633393214855,-0.761552388578562,0.446327200208339,0.645512563146571,"ENSG00000090097","PCBP4"
"1389","ENSG00000090104.12",125.521488330855,2.65481233296251,0.759926433302089,3.49351228832326,0.000476711043797772,0.0078262880295657,"ENSG00000090104","RGS1"
"1390","ENSG00000090238.12",1762.16612509039,-0.0523285969613269,0.0932878917865264,-0.560936644179634,0.574840728208469,0.746721508886909,"ENSG00000090238","YPEL3"
"1391","ENSG00000090263.16",1402.01833650175,-0.324968052161265,0.219598604888468,-1.47982748946111,0.138919290536426,0.314631226667699,"ENSG00000090263","MRPS33"
"1392","ENSG00000090266.13",3192.00499852905,-0.13200253539232,0.242206286819786,-0.545000450341476,0.585753207881237,0.754074585749257,"ENSG00000090266","NDUFB2"
"1393","ENSG00000090273.14",1920.14889025283,-0.120021780539601,0.102672774919216,-1.16897376772017,0.242414200467173,0.449000979683585,"ENSG00000090273","NUDC"
"1394","ENSG00000090316.16",987.143611377687,0.134904912036027,0.103450863482755,1.30404819732138,0.192217149682375,0.387298241650385,"ENSG00000090316","MAEA"
"1395","ENSG00000090339.9",365.039718710987,0.742983701301809,0.355033790370012,2.09271264159809,0.0363748140868668,0.13545920199496,"ENSG00000090339","ICAM1"
"1396","ENSG00000090372.15",943.538547769203,-0.0948545073162939,0.13102243114573,-0.723956245406496,0.469092597621483,0.663544150824066,"ENSG00000090372","STRN4"
"1397","ENSG00000090376.11",377.30777054607,-0.185707504287886,0.210140545598169,-0.883729999649834,0.376841981844327,0.585840428933234,"ENSG00000090376","IRAK3"
"1398","ENSG00000090382.7",526.749115382087,1.48437291914916,0.549148520932905,2.70304455455416,0.00687075358747569,0.0453500932022374,"ENSG00000090382","LYZ"
"1399","ENSG00000090432.7",1062.90960281035,-0.276166617028175,0.189956125465302,-1.45384423035424,0.145989497627076,0.32551209315994,"ENSG00000090432","MUL1"
"1400","ENSG00000090447.12",166.66728053682,0.561464613445654,0.235103525340517,2.38815905730229,0.0169330115208089,0.0816124840393733,"ENSG00000090447","TFAP4"
"1401","ENSG00000090470.15",450.689433097175,-0.236770644461498,0.146932473936118,-1.61142488191167,0.107087147626851,0.267775430423625,"ENSG00000090470","PDCD7"
"1402","ENSG00000090487.11",958.822104217792,0.255408743877213,0.111315102279874,2.29446623725009,0.0217637322566947,0.0970491004561096,"ENSG00000090487","SPG21"
"1403","ENSG00000090520.12",516.234046358008,0.281016960669438,0.176410038379935,1.59297601910958,0.111165570896296,0.273562333796851,"ENSG00000090520","DNAJB11"
"1404","ENSG00000090539.16",239.952816408354,0.22492828357547,0.279481982709123,0.804804236019642,0.420932656835776,0.623385559531399,"ENSG00000090539","CHRD"
"1405","ENSG00000090565.17",1194.92034742246,0.539467247514866,0.265077636413909,2.03512923539317,0.0418378710200424,0.147001341378578,"ENSG00000090565","RAB11FIP3"
"1406","ENSG00000090581.11",762.240292657164,0.0454481765718877,0.102512860791216,0.443341218078484,0.657518946538277,0.800365069692227,"ENSG00000090581","GNPTG"
"1407","ENSG00000090612.22",282.916097600874,0.291065211424092,0.278483177637164,1.04518058826275,0.295939513365188,0.506766367350619,"ENSG00000090612","ZNF268"
"1408","ENSG00000090615.16",1103.37050215772,0.0368469235221218,0.150826630011453,0.244299852879587,0.806998597408976,0.896492487155418,"ENSG00000090615","GOLGA3"
"1409","ENSG00000090621.15",10028.7173738723,-0.187092555511928,0.146657216393252,-1.27571325921155,0.202056899741626,0.399622209838932,"ENSG00000090621","PABPC4"
"1410","ENSG00000090659.18",145.554280534624,1.29566709856409,0.286942398493277,4.51542576268822,6.31896806367438e-06,0.000406912579377005,"ENSG00000090659","CD209"
"1411","ENSG00000090674.16",420.260034828379,0.10131605731336,0.117061463050816,0.865494541695409,0.386767410513462,0.59451559400893,"ENSG00000090674","MCOLN1"
"1412","ENSG00000090686.16",1139.75560479541,-0.0602135354813717,0.0878102409615376,-0.685723382854015,0.492887558710355,0.683635337841554,"ENSG00000090686","USP48"
"1413","ENSG00000090776.6",534.32738921704,0.185812678124727,0.192662794940596,0.964445045977967,0.334822847376498,0.546831865607172,"ENSG00000090776","EFNB1"
"1414","ENSG00000090857.14",2021.73875189129,0.166848484882598,0.226199691889104,0.737615880415948,0.460747902483847,0.656276559202344,"ENSG00000090857","PDPR"
"1415","ENSG00000090857.14",2021.73875189129,0.166848484882598,0.226199691889104,0.737615880415948,0.460747902483847,0.656276559202344,"ENSG00000090857","PDPR"
"1416","ENSG00000090861.17",1940.90704316393,-0.00625001366962298,0.087579004976643,-0.0713642918332977,0.943107828111873,0.971940101102444,"ENSG00000090861","AARS1"
"1417","ENSG00000090863.12",4278.08811265231,0.377054986673615,0.219774744314667,1.71564293180913,0.086227415712494,0.232458239391819,"ENSG00000090863","GLG1"
"1418","ENSG00000090905.19",2179.22187164241,-0.167235850436427,0.185456416396053,-0.901752841375328,0.367188176094044,0.576333301236246,"ENSG00000090905","TNRC6A"
"1419","ENSG00000090924.15",260.027861917553,0.587053719456284,0.230188761976079,2.55031442202765,0.0107625805718688,0.0605557871557012,"ENSG00000090924","PLEKHG2"
"1420","ENSG00000090975.14",324.442487351704,0.0154400790000926,0.221197136647801,0.069802345699786,0.944350980135682,0.972595188007414,"ENSG00000090975","PITPNM2"
"1421","ENSG00000090989.18",770.085440527973,0.101250831308449,0.113492456975981,0.892137098854748,0.372319452066279,0.5811401459577,"ENSG00000090989","EXOC1"
"1422","ENSG00000091009.8",708.523191840213,0.08466019061156,0.0891791210746567,0.949327483735642,0.342454079469696,0.553158464476745,"ENSG00000091009","RBM27"
"1423","ENSG00000091039.17",1143.48927069766,0.669870834831909,0.240985950651421,2.77970907856308,0.00544076165912704,0.0393644616881645,"ENSG00000091039","OSBPL8"
"1424","ENSG00000091073.20",214.149647465324,0.138920718666488,0.199173090377805,0.697487388496976,0.48549782918066,0.677326690137555,"ENSG00000091073","DTX2"
"1425","ENSG00000091127.14",290.056472987265,-0.178463576854832,0.166551811052419,-1.07151988157406,0.283935736066392,0.495375429110731,"ENSG00000091127","PUS7"
"1426","ENSG00000091129.22",67.2021080440742,4.06507944168812,0.917853795831999,4.42889647583064,9.47164707283389e-06,0.00054147189911609,"ENSG00000091129","NRCAM"
"1427","ENSG00000091136.15",2110.1868154913,0.663698466149236,0.24525665796361,2.70613842519094,0.0068070665007644,0.0452337990800277,"ENSG00000091136","LAMB1"
"1428","ENSG00000091140.15",6585.40276280919,-0.351709495537208,0.215291886348341,-1.63364027090247,0.102334406723125,0.260426509888389,"ENSG00000091140","DLD"
"1429","ENSG00000091157.15",665.275389445889,-0.111542447076513,0.12844604214989,-0.868399253177054,0.38517580356374,0.593402383818557,"ENSG00000091157","WDR7"
"1430","ENSG00000091164.13",2237.47460761135,-0.143550006648884,0.125321420114272,-1.14545467580874,0.25202086038038,0.459765114701776,"ENSG00000091164","TXNL1"
"1431","ENSG00000091317.8",396.435202807594,0.45546864085557,0.195226505915508,2.3330266488132,0.0196467467080822,0.0907072902798712,"ENSG00000091317","CMTM6"
"1432","ENSG00000091409.16",2633.26164634207,-0.177085526805024,0.171535987519264,-1.03235204091,0.301907230176799,0.51334898192784,"ENSG00000091409","ITGA6"
"1433","ENSG00000091428.18",127.768405666945,0.196419771345536,0.27072856609102,0.725522888779676,0.46813130822032,0.662654225243711,"ENSG00000091428","RAPGEF4"
"1434","ENSG00000091436.17",13934.1623717369,-0.286848689580891,0.168205491424021,-1.70534675861318,0.08812977175023,0.23589165603111,"ENSG00000091436","MAP3K20"
"1435","ENSG00000091482.8",9929.54573853768,0.288448948413907,0.219811327930264,1.31225697569789,0.189433443594774,0.38402705548552,"ENSG00000091482","SMPX"
"1436","ENSG00000091483.8",4135.21577944379,-0.185119322586699,0.194678022097283,-0.950899955692957,0.341655164313716,0.552612256622087,"ENSG00000091483","FH"
"1437","ENSG00000091490.11",198.777665447453,-0.18047873358121,0.305846491426723,-0.590095811592629,0.555126416701522,0.732281921308732,"ENSG00000091490","SEL1L3"
"1438","ENSG00000091527.17",4734.65703885125,-0.258259831252974,0.122653189189071,-2.10561040410342,0.0352382081694444,0.132627948547132,"ENSG00000091527","CDV3"
"1439","ENSG00000091542.9",5169.9066719093,-0.430508775015132,0.173126321910424,-2.48667429807629,0.0128943388673812,0.0678557289717844,"ENSG00000091542","ALKBH5"
"1440","ENSG00000091592.17",625.705902390035,0.305385654987819,0.180336183160895,1.69342419050399,0.0903747535569407,0.239604699692529,"ENSG00000091592","NLRP1"
"1441","ENSG00000091640.8",3369.10456622143,-0.20435012089712,0.181104973506231,-1.12835178924608,0.259171379704334,0.468953772862026,"ENSG00000091640","SPAG7"
"1442","ENSG00000091656.19",725.842932716727,-0.173782357695289,0.15487982501455,-1.12204644910312,0.261842691003979,0.471982407993844,"ENSG00000091656","ZFHX4"
"1443","ENSG00000091732.17",692.568735882437,0.0173205158313418,0.158148852325734,0.109520338444615,0.912789791053075,0.956845343767794,"ENSG00000091732","ZC3HC1"
"1444","ENSG00000091831.25",301.973852392257,-0.341519479270996,0.256648948436748,-1.33068723387021,0.183291945343135,0.376356872235285,"ENSG00000091831","ESR1"
"1445","ENSG00000091879.14",336.299600857973,1.93036658688981,0.293985192927295,6.56620344605998,5.16142863088334e-11,2.60988760770318e-08,"ENSG00000091879","ANGPT2"
"1446","ENSG00000091947.10",662.331907065278,-0.303015760900736,0.141111154675088,-2.1473551229769,0.0317650204936624,0.124596016303978,"ENSG00000091947","TMEM101"
"1447","ENSG00000091986.16",4832.23624880312,1.82725277047382,0.675100253344986,2.70663914199431,0.00679680930722675,0.0451954786981401,"ENSG00000091986","CCDC80"
"1448","ENSG00000092010.15",1684.09869930218,0.517423200263844,0.130450079946529,3.96644601885973,7.29522885746772e-05,0.00231812873257786,"ENSG00000092010","PSME1"
"1449","ENSG00000092020.11",616.072344344494,-0.221089673583913,0.173278665760627,-1.27591975973161,0.201983885267556,0.399622209838932,"ENSG00000092020","PPP2R3C"
"1450","ENSG00000092036.19",376.679749620954,0.236527224817087,0.174303642552969,1.35698383208032,0.174786347797918,0.365539511758639,"ENSG00000092036","HAUS4"
"1451","ENSG00000092054.13",504507.369003397,0.486079233110996,0.486115711750981,0.999924958936518,0.317346824706489,0.529778996165985,"ENSG00000092054","MYH7"
"1452","ENSG00000092068.21",377.509149962769,-0.401378199656686,0.228188394380613,-1.75897727290721,0.0785813688669713,0.219055925197238,"ENSG00000092068","SLC7A8"
"1453","ENSG00000092094.11",701.268111558518,0.101205392854892,0.13972787053118,0.724303551397127,0.468879397172367,0.663518712896571,"ENSG00000092094","OSGEP"
"1454","ENSG00000092096.19",143.348986723699,0.505516634233484,0.269457421322622,1.87605385575269,0.0606478850784089,0.186372429105871,"ENSG00000092096","SLC22A17"
"1455","ENSG00000092098.18",1053.9543337767,0.0198371172179872,0.144361788387455,0.137412520581596,0.890704734933061,0.944293169304603,"ENSG00000092098","RNF31"
"1456","ENSG00000092108.22",1194.35733139009,0.113438249554802,0.0913048457343964,1.24241214847229,0.214084535625879,0.415244020902098,"ENSG00000092108","SCFD1"
"1457","ENSG00000092140.16",302.843739877254,0.233067710949711,0.146176736616964,1.59442409472058,0.110841079301007,0.27305269058901,"ENSG00000092140","G2E3"
"1458","ENSG00000092148.14",7842.4116888458,-0.383696626901638,0.119205370468331,-3.21878641368406,0.00128734335132779,0.0149568463296126,"ENSG00000092148","HECTD1"
"1459","ENSG00000092199.19",4452.40374554957,0.358546920858832,0.11093084779715,3.2321660564109,0.00122855639804739,0.0145202671349852,"ENSG00000092199","HNRNPC"
"1460","ENSG00000092201.10",1682.19226269061,0.152802694121369,0.118258055318149,1.29211235302564,0.196318238532272,0.392494743178494,"ENSG00000092201","SUPT16H"
"1461","ENSG00000092203.15",2159.34712872246,-0.16432389617255,0.101875419838195,-1.61298865254779,0.106746973121014,0.267154572282632,"ENSG00000092203","TOX4"
"1462","ENSG00000092208.19",194.164899481262,-0.00129502101262027,0.189159507491047,-0.00684618515768532,0.994537577233173,0.997223944219128,"ENSG00000092208","GEMIN2"
"1463","ENSG00000092330.19",771.490009114272,0.171740889985966,0.107633001008122,1.5956155489245,0.110574653846825,0.272742995596727,"ENSG00000092330","TINF2"
"1464","ENSG00000092421.17",501.516855761666,0.0668395784940078,0.289144136170564,0.231163527572213,0.817187763443321,0.902882635014298,"ENSG00000092421","SEMA6A"
"1465","ENSG00000092439.16",1042.56737009998,0.181222310872728,0.179104185825754,1.0118262174455,0.311621152153687,0.523285049976635,"ENSG00000092439","TRPM7"
"1466","ENSG00000092445.12",120.50122475213,0.563434223507469,0.303396817880914,1.85708679294264,0.0632988068882657,0.191808245620975,"ENSG00000092445","TYRO3"
"1467","ENSG00000092529.25",28096.9454610738,-0.5217980350808,0.216712745265934,-2.40778655837933,0.0160495611838154,0.0786584056332801,"ENSG00000092529","CAPN3"
